l1neo	random	mrc
	1324062	1287140
	1324088	1287180
	1324094	1287196
	1324161	1287204
	1324225	1287231
	1324271	1287239
	1324275	1287271
	1324278	1287319
	1324284	1287397
	1324296	1287423
	1324348	1287438
	1324362	1287456
	1324431	1287459
	1324452	1287465
	1324453	1287465
	1324469	1287466
	1324561	1287475
	1324614	1287490
	1324622	1287514
	1324639	1287543
	1324644	1287549
	1324657	1287557
	1324736	1287577
	1324766	1287587
	1324781	1287589
	1324788	1287594
	1324795	1287623
	1324847	1287738
	1324869	1287740
	1324905	1287820
	1324936	1287844
	1324979	1287857
	1324984	1287920
	1324998	1287930
	1325008	1287952
	1325032	1288064
	1325082	1288076
	1325093	1288094
	1325095	1288163
	1325100	1288182
	1325114	1288195
	1325115	1288196
	1325201	1288207
	1325207	1288220
	1325214	1288220
	1325216	1288257
	1325250	1288280
	1325272	1288282
	1325276	1288303
	1325276	1288374
	1325300	1288374
	1325315	1288376
	1325336	1288379
	1325361	1288389
	1325369	1288396
	1325481	1288396
	1325489	1288451
	1325493	1288465
	1325520	1288471
	1325583	1288484
	1325600	1288558
	1325612	1288567
	1325615	1288654
	1325616	1288697
	1325624	1288699
	1325656	1288725
	1325660	1288742
	1325669	1288756
	1325715	1288756
	1325718	1288800
	1325723	1288830
	1325727	1288839
	1325748	1288858
	1325764	1288908
	1325766	1288918
	1325776	1288957
	1325836	1288958
	1325878	1288970
	1325881	1289066
	1325916	1289084
	1325923	1289108
	1325930	1289114
	1325931	1289164
	1326006	1289190
	1326017	1289194
	1326067	1289197
	1326078	1289204
	1326098	1289204
	1326099	1289212
	1326160	1289255
	1326201	1289307
	1326210	1289307
	1326238	1289351
	1326261	1289387
	1326279	1289410
	1326309	1289423
	1326322	1289430
	1326351	1289486
	1326359	1289500
	1326370	1289511
	1326385	1289517
	1326395	1289540
	1326400	1289561
	1326436	1289633
	1326476	1289637
	1326534	1289704
	1326557	1289704
	1326608	1289716
	1326698	1289720
	1326701	1289751
	1326724	1289779
	1326764	1289792
	1326859	1289847
	1326862	1289852
	1326863	1289861
	1326866	1289896
	1326871	1289912
	1326877	1289921
	1326907	1290000
	1326916	1290009
	1326930	1290021
	1326935	1290038
	1326949	1290071
	1326972	1290081
	1326986	1290115
	1327034	1290138
	1327206	1290160
	1327236	1290167
	1327258	1290192
	1327270	1290211
	1327359	1290231
	1327371	1290236
	1327382	1290249
	1327403	1290324
	1327422	1290351
	1327474	1290384
	1327487	1290399
	1327491	1290402
	1327495	1290425
	1327527	1290426
	1327538	1290433
	1327556	1290514
	1327559	1290532
	1327590	1290573
	1327601	1290589
	1327615	1290590
	1327623	1290593
	1327629	1290607
	1327633	1290611
	1327651	1290668
	1327687	1290698
	1327732	1290706
	1327782	1290740
	1327798	1290817
	1327817	1290869
	1327825	1290883
	1327826	1290918
	1327841	1290938
	1327872	1290996
	1327904	1291036
	1327964	1291036
	1327967	1291045
	1327979	1291077
	1328018	1291081
	1328049	1291092
	1328090	1291095
	1328115	1291153
	1328140	1291173
	1328165	1291221
	1328222	1291251
	1328242	1291251
	1328251	1291281
	1328295	1291284
	1328306	1291286
	1328319	1291345
	1328346	1291393
	1328375	1291505
	1328379	1291513
	1328404	1291515
	1328404	1291521
	1328422	1291565
	1328468	1291605
	1328474	1291609
	1328498	1291654
	1328500	1291669
	1328538	1291721
	1328545	1291749
	1328547	1291749
	1328553	1291786
	1328571	1291820
	1328662	1291823
	1328741	1291871
	1328776	1291885
	1328782	1291891
	1328784	1291981
	1328797	1291994
	1328804	1292001
	1328839	1292091
	1328846	1292138
	1328852	1292138
	1328855	1292138
	1328893	1292168
	1328895	1292175
	1328914	1292202
	1328924	1292205
	1328959	1292229
	1328971	1292282
	1328973	1292298
	1329008	1292320
	1329023	1292351
	1329038	1292396
	1329060	1292402
	1329066	1292410
	1329074	1292465
	1329080	1292468
	1329134	1292498
	1329136	1292511
	1329169	1292554
	1329211	1292554
	1329225	1292557
	1329236	1292586
	1329255	1292612
	1329275	1292720
	1329284	1292780
	1329311	1292795
	1329341	1292799
	1329344	1292833
	1329355	1292854
	1329416	1292871
	1329444	1292884
	1329461	1292964
	1329467	1292981
	1329500	1292982
	1329529	1293012
	1329580	1293028
	1329590	1293035
	1329620	1293040
	1329623	1293042
	1329629	1293043
	1329652	1293144
	1329665	1293154
	1329671	1293235
	1329677	1293238
	1329835	1293279
	1329841	1293318
	1329853	1293354
	1329864	1293442
	1329877	1293442
	1329929	1293447
	1329963	1293454
	1329968	1293513
	1329973	1293551
	1329992	1293667
	1330013	1293691
	1330055	1293693
	1330095	1293700
	1330100	1293815
	1330157	1293871
	1330201	1293876
	1330228	1293876
	1330264	1293885
	1330294	1293968
	1330301	1294002
	1330307	1294103
	1330387	1294107
	1330397	1294195
	1330436	1294285
	1330480	1294344
	1330497	1294381
	1330539	1294409
	1330574	1294463
	1330582	1294515
	1330611	1294526
	1330620	1294559
	1330622	1294568
	1330660	1294568
	1330671	1294584
	1330693	1294586
	1330732	1294642
	1330827	1294650
	1330833	1294672
	1330850	1294752
	1330872	1294773
	1330880	1294774
	1330892	1294828
	1330926	1294831
	1330931	1294839
	1330932	1294958
	1330994	1294964
	1331034	1294964
	1331047	1295020
	1331048	1295123
	1331074	1295128
	1331092	1295161
	1331135	1295163
	1331151	1295190
	1331154	1295213
	1331156	1295213
	1331159	1295225
	1331168	1295227
	1331175	1295253
	1331180	1295287
	1331200	1295289
	1331201	1295320
	1331213	1295323
	1331221	1295324
	1331396	1295351
	1331396	1295368
	1331435	1295393
	1331462	1295402
	1331510	1295405
	1331537	1295405
	1331554	1295431
	1331575	1295431
	1331586	1295459
	1331588	1295459
	1331610	1295466
	1331655	1295488
	1331661	1295584
	1331752	1295585
	1331773	1295614
	1331796	1295656
	1331811	1295731
	1331818	1295747
	1331890	1295790
	1331895	1295853
	1331897	1295874
	1331913	1295888
	1331947	1295967
	1331992	1295992
	1332002	1296031
	1332013	1296070
	1332021	1296072
	1332073	1296072
	1332079	1296095
	1332081	1296137
	1332083	1296146
	1332106	1296148
	1332124	1296172
	1332149	1296183
	1332214	1296193
	1332229	1296221
	1332249	1296248
	1332273	1296273
	1332277	1296289
	1332294	1296292
	1332304	1296323
	1332323	1296345
	1332338	1296353
	1332355	1296354
	1332371	1296375
	1332375	1296378
	1332388	1296378
	1332395	1296379
	1332395	1296385
	1332401	1296409
	1332453	1296437
	1332502	1296468
	1332546	1296483
	1332568	1296484
	1332583	1296531
	1332587	1296561
	1332589	1296582
	1332600	1296597
	1332605	1296604
	1332614	1296648
	1332616	1296679
	1332637	1296725
	1332640	1296803
	1332642	1296855
	1332730	1296870
	1332737	1296906
	1332765	1297004
	1332891	1297095
	1332896	1297098
	1332937	1297100
	1332974	1297107
	1333082	1297126
	1333086	1297134
	1333097	1297172
	1333101	1297271
	1333110	1297330
	1333111	1297383
	1333161	1297408
	1333165	1297409
	1333174	1297417
	1333206	1297439
	1333214	1297567
	1333218	1297578
	1333260	1297632
	1333263	1297671
	1333291	1297689
	1333295	1297695
	1333302	1297712
	1333380	1297750
	1333405	1297760
	1333425	1297766
	1333433	1297772
	1333508	1297774
	1333511	1297884
	1333553	1297885
	1333571	1297909
	1333585	1297939
	1333603	1297939
	1333607	1297959
	1333654	1297984
	1333665	1297994
	1333670	1298028
	1333671	1298050
	1333696	1298099
	1333717	1298129
	1333745	1298139
	1333753	1298139
	1333816	1298151
	1333845	1298190
	1333932	1298198
	1333952	1298259
	1333956	1298261
	1333960	1298274
	1333962	1298328
	1333964	1298377
	1333997	1298377
	1334032	1298381
	1334048	1298382
	1334091	1298450
	1334094	1298478
	1334148	1298502
	1334160	1298539
	1334199	1298583
	1334207	1298614
	1334259	1298646
	1334262	1298655
	1334297	1298680
	1334305	1298681
	1334341	1298689
	1334342	1298694
	1334407	1298719
	1334417	1298723
	1334435	1298748
	1334442	1298798
	1334496	1298814
	1334498	1298815
	1334514	1298873
	1334523	1298894
	1334548	1298911
	1334555	1298918
	1334633	1298935
	1334658	1298939
	1334686	1298951
	1334695	1298977
	1334750	1298988
	1334764	1299008
	1334811	1299016
	1334834	1299024
	1334841	1299044
	1334856	1299069
	1334862	1299088
	1334900	1299091
	1334971	1299116
	1334988	1299134
	1334992	1299147
	1334999	1299159
	1335024	1299201
	1335043	1299208
	1335043	1299208
	1335046	1299210
	1335055	1299211
	1335079	1299231
	1335108	1299278
	1335128	1299290
	1335157	1299325
	1335163	1299382
	1335183	1299421
	1335190	1299421
	1335284	1299442
	1335306	1299505
	1335338	1299558
	1335338	1299574
	1335361	1299640
	1335443	1299657
	1335457	1299663
	1335465	1299674
	1335527	1299694
	1335560	1299704
	1335578	1299705
	1335609	1299727
	1335662	1299758
	1335670	1299831
	1335680	1299853
	1335684	1299855
	1335724	1299865
	1335728	1299985
	1335745	1300024
	1335751	1300034
	1335752	1300055
	1335754	1300089
	1335786	1300096
	1335787	1300109
	1335788	1300126
	1335847	1300134
	1335847	1300146
	1335861	1300238
	1335869	1300350
	1335890	1300351
	1335945	1300379
	1335993	1300439
	1336001	1300442
	1336030	1300445
	1336039	1300519
	1336064	1300567
	1336102	1300567
	1336125	1300570
	1336127	1300584
	1336135	1300588
	1336154	1300600
	1336225	1300603
	1336229	1300667
	1336255	1300684
	1336306	1300698
	1336329	1300698
	1336344	1300711
	1336373	1300777
	1336382	1300778
	1336417	1300793
	1336421	1300802
	1336430	1300812
	1336461	1300829
	1336533	1300838
	1336559	1300947
	1336561	1300965
	1336570	1300977
	1336605	1300977
	1336617	1300995
	1336643	1300995
	1336775	1301005
	1336808	1301010
	1336862	1301092
	1336871	1301138
	1336875	1301153
	1336914	1301181
	1336921	1301182
	1336931	1301188
	1336937	1301264
	1337019	1301264
	1337037	1301294
	1337081	1301305
	1337108	1301369
	1337162	1301420
	1337183	1301434
	1337314	1301435
	1337404	1301435
	1337420	1301483
	1337442	1301580
	1337463	1301580
	1337491	1301586
	1337498	1301592
	1337501	1301627
	1337520	1301651
	1337524	1301684
	1337712	1301740
	1337717	1301747
	1337730	1301780
	1337769	1301781
	1337769	1301856
	1337775	1301880
	1337811	1301881
	1337863	1301881
	1337868	1301902
	1337885	1301949
	1337906	1301990
	1337921	1301992
	1337941	1301995
	1337957	1302033
	1338010	1302056
	1338068	1302083
	1338109	1302113
	1338113	1302142
	1338130	1302158
	1338149	1302163
	1338204	1302163
	1338235	1302178
	1338242	1302193
	1338271	1302260
	1338282	1302281
	1338315	1302285
	1338350	1302315
	1338372	1302434
	1338380	1302472
	1338457	1302527
	1338468	1302568
	1338480	1302594
	1338499	1302642
	1338621	1302643
	1338635	1302705
	1338648	1302734
	1338685	1302822
	1338738	1302827
	1338740	1302843
	1338841	1302847
	1338877	1302857
	1338945	1302860
	1338951	1302866
	1339016	1302893
	1339115	1302933
	1339141	1302935
	1339214	1303032
	1339329	1303042
	1339350	1303044
	1339357	1303048
	1339380	1303048
	1339506	1303083
	1339551	1303125
	1339576	1303138
	1339583	1303141
	1339657	1303159
	1339658	1303202
	1339682	1303299
	1339773	1303346
	1339785	1303351
	1339794	1303414
	1339801	1303435
	1339805	1303443
	1339805	1303443
	1339807	1303451
	1339826	1303474
	1339838	1303485
	1339876	1303502
	1339899	1303504
	1339911	1303545
	1339928	1303545
	1339945	1303570
	1339954	1303572
	1340028	1303587
	1340079	1303643
	1340083	1303664
	1340087	1303664
	1340095	1303675
	1340131	1303679
	1340155	1303730
	1340198	1303740
	1340206	1303771
	1340208	1303780
	1340211	1303830
	1340226	1303878
	1340229	1303909
	1340232	1303996
	1340307	1304002
	1340332	1304003
	1340348	1304062
	1340362	1304160
	1340426	1304170
	1340467	1304191
	1340537	1304318
	1340542	1304351
	1340582	1304380
	1340611	1304387
	1340694	1304420
	1340719	1304498
	1340728	1304498
	1340775	1304582
	1340833	1304636
	1340859	1304636
	1340874	1304704
	1340947	1304715
	1340986	1304725
	1341022	1304776
	1341061	1304798
	1341065	1304897
	1341072	1304964
	1341135	1305037
	1341172	1305068
	1341182	1305098
	1341185	1305140
	1341202	1305164
	1341326	1305187
	1341347	1305200
	1341445	1305203
	1341447	1305229
	1341471	1305281
	1341488	1305294
	1341519	1305298
	1341527	1305298
	1341542	1305320
	1341573	1305332
	1341574	1305345
	1341575	1305462
	1341583	1305517
	1341623	1305523
	1341632	1305595
	1341660	1305614
	1341690	1305619
	1341697	1305663
	1341703	1305665
	1341716	1305679
	1341734	1305711
	1341735	1305733
	1341763	1305743
	1341806	1305810
	1341818	1305856
	1341865	1305863
	1341908	1305887
	1341956	1305896
	1342035	1305899
	1342046	1305965
	1342050	1305965
	1342061	1305972
	1342075	1305976
	1342148	1306019
	1342181	1306054
	1342208	1306062
	1342234	1306067
	1342270	1306079
	1342279	1306090
	1342303	1306158
	1342317	1306184
	1342332	1306188
	1342341	1306198
	1342367	1306267
	1342404	1306267
	1342426	1306308
	1342437	1306360
	1342514	1306362
	1342520	1306377
	1342537	1306420
	1342541	1306438
	1342546	1306458
	1342548	1306496
	1342566	1306510
	1342574	1306576
	1342575	1306588
	1342598	1306595
	1342612	1306664
	1342631	1306669
	1342638	1306690
	1342646	1306695
	1342646	1306702
	1342734	1306744
	1342804	1306782
	1342814	1306799
	1342871	1306799
	1342872	1306800
	1343029	1306814
	1343030	1306832
	1343047	1306851
	1343059	1306914
	1343126	1306952
	1343181	1306983
	1343217	1307000
	1343329	1307019
	1343367	1307028
	1343396	1307060
	1343417	1307127
	1343420	1307133
	1343479	1307150
	1343492	1307241
	1343504	1307243
	1343507	1307324
	1343509	1307338
	1343549	1307359
	1343564	1307376
	1343567	1307419
	1343574	1307439
	1343658	1307474
	1343665	1307497
	1343682	1307530
	1343731	1307576
	1343744	1307588
	1343757	1307608
	1343772	1307672
	1343781	1307672
	1343877	1307685
	1343922	1307690
	1343945	1307729
	1343960	1307764
	1343967	1307775
	1344003	1307806
	1344008	1307811
	1344031	1307821
	1344065	1307835
	1344069	1307861
	1344080	1307885
	1344081	1307899
	1344083	1307934
	1344133	1307936
	1344146	1307939
	1344152	1307971
	1344152	1308034
	1344154	1308054
	1344182	1308083
	1344190	1308112
	1344199	1308145
	1344206	1308145
	1344206	1308145
	1344263	1308197
	1344272	1308202
	1344332	1308262
	1344454	1308287
	1344455	1308300
	1344598	1308338
	1344600	1308404
	1344601	1308446
	1344612	1308449
	1344627	1308453
	1344676	1308502
	1344713	1308503
	1344754	1308611
	1344787	1308611
	1344795	1308616
	1344862	1308656
	1344966	1308672
	1344973	1308674
	1344993	1308727
	1345038	1308731
	1345051	1308740
	1345074	1308779
	1345075	1308821
	1345117	1308847
	1345185	1308857
	1345199	1308868
	1345249	1308879
	1345267	1308884
	1345271	1308932
	1345279	1308956
	1345362	1308956
	1345369	1308961
	1345378	1308970
	1345410	1308975
	1345412	1308995
	1345421	1308999
	1345441	1309008
	1345447	1309009
	1345449	1309022
	1345461	1309052
	1345468	1309100
	1345490	1309156
	1345491	1309220
	1345504	1309223
	1345531	1309223
	1345543	1309237
	1345577	1309318
	1345577	1309350
	1345667	1309379
	1345677	1309391
	1345677	1309422
	1345716	1309486
	1345780	1309497
	1345822	1309501
	1345840	1309507
	1345841	1309513
	1345917	1309517
	1345927	1309534
	1345969	1309552
	1346030	1309592
	1346035	1309614
	1346045	1309640
	1346095	1309660
	1346113	1309668
	1346135	1309690
	1346155	1309703
	1346210	1309726
	1346219	1309730
	1346224	1309734
	1346283	1309775
	1346326	1309782
	1346327	1309790
	1346375	1309826
	1346375	1309853
	1346396	1309874
	1346401	1309916
	1346409	1309947
	1346426	1309947
	1346435	1309957
	1346448	1309960
	1346502	1309964
	1346551	1310001
	1346608	1310005
	1346614	1310027
	1346623	1310068
	1346646	1310080
	1346661	1310080
	1346709	1310097
	1346723	1310112
	1346755	1310128
	1346758	1310135
	1346798	1310147
	1346915	1310193
	1346942	1310304
	1346964	1310329
	1346973	1310384
	1347013	1310432
	1347015	1310498
	1347051	1310533
	1347096	1310552
	1347141	1310590
	1347157	1310595
	1347157	1310644
	1347205	1310671
	1347245	1310767
	1347248	1310819
	1347267	1310822
	1347269	1310860
	1347326	1310860
	1347332	1310911
	1347335	1310928
	1347363	1310939
	1347423	1310980
	1347427	1311000
	1347434	1311002
	1347484	1311013
	1347499	1311022
	1347499	1311051
	1347520	1311067
	1347539	1311144
	1347617	1311160
	1347638	1311171
	1347654	1311181
	1347658	1311192
	1347690	1311196
	1347745	1311262
	1347752	1311299
	1347768	1311333
	1347791	1311346
	1347799	1311358
	1347834	1311366
	1347844	1311396
	1347859	1311400
	1347919	1311465
	1347934	1311473
	1347936	1311475
	1347955	1311490
	1347957	1311500
	1347961	1311517
	1347986	1311519
	1347992	1311528
	1348091	1311583
	1348109	1311633
	1348132	1311672
	1348138	1311771
	1348157	1311795
	1348188	1311808
	1348195	1311810
	1348208	1311888
	1348252	1311926
	1348315	1311967
	1348404	1311997
	1348434	1312008
	1348469	1312049
	1348491	1312050
	1348503	1312083
	1348515	1312103
	1348534	1312155
	1348549	1312222
	1348558	1312303
	1348568	1312330
	1348642	1312341
	1348644	1312383
	1348655	1312388
	1348696	1312394
	1348701	1312412
	1348714	1312437
	1348727	1312477
	1348748	1312477
	1348774	1312487
	1348854	1312510
	1348907	1312512
	1348909	1312527
	1348928	1312541
	1348928	1312557
	1348957	1312559
	1348971	1312597
	1348983	1312610
	1348983	1312624
	1349020	1312626
	1349086	1312628
	1349100	1312635
	1349103	1312681
	1349119	1312692
	1349182	1312735
	1349197	1312765
	1349241	1312816
	1349264	1312840
	1349274	1312882
	1349278	1312922
	1349319	1312957
	1349329	1312965
	1349368	1312966
	1349398	1312977
	1349420	1312977
	1349466	1312997
	1349474	1313021
	1349492	1313026
	1349492	1313071
	1349523	1313072
	1349580	1313076
	1349630	1313083
	1349656	1313083
	1349681	1313151
	1349699	1313166
	1349715	1313172
	1349749	1313186
	1349764	1313240
	1349778	1313248
	1349785	1313307
	1349828	1313325
	1349854	1313353
	1349888	1313378
	1349905	1313390
	1349905	1313390
	1349925	1313396
	1349958	1313403
	1350014	1313412
	1350015	1313422
	1350051	1313435
	1350059	1313479
	1350118	1313487
	1350126	1313524
	1350141	1313558
	1350147	1313578
	1350148	1313578
	1350200	1313675
	1350200	1313690
	1350228	1313692
	1350259	1313710
	1350279	1313719
	1350300	1313764
	1350384	1313776
	1350395	1313789
	1350396	1313812
	1350422	1313855
	1350481	1313859
	1350492	1313876
	1350531	1313883
	1350547	1313926
	1350616	1313930
	1350616	1313937
	1350632	1313939
	1350662	1313949
	1350665	1313960
	1350676	1313999
	1350687	1314039
	1350695	1314051
	1350743	1314115
	1350757	1314153
	1350757	1314167
	1350760	1314195
	1350763	1314214
	1350802	1314230
	1350808	1314231
	1350809	1314256
	1350853	1314308
	1350868	1314411
	1350878	1314454
	1350881	1314458
	1350911	1314479
	1350918	1314531
	1350920	1314579
	1350947	1314597
	1350984	1314597
	1351082	1314639
	1351086	1314650
	1351092	1314663
	1351095	1314694
	1351113	1314708
	1351120	1314761
	1351145	1314765
	1351152	1314773
	1351179	1314778
	1351210	1314797
	1351226	1314825
	1351228	1314866
	1351237	1314867
	1351283	1314886
	1351288	1314976
	1351293	1314984
	1351332	1315027
	1351416	1315027
	1351439	1315032
	1351476	1315044
	1351499	1315054
	1351534	1315066
	1351566	1315090
	1351575	1315091
	1351575	1315152
	1351606	1315180
	1351632	1315198
	1351639	1315219
	1351676	1315239
	1351703	1315290
	1351707	1315357
	1351723	1315405
	1351747	1315405
	1351793	1315445
	1351796	1315468
	1351805	1315480
